year,ahe,bachelor,female,age
2012,21.15384674,1,0,28
2012,11.53846169,1,1,27
2012,12.5,1,0,25
2012,35.09615326,1,0,27
2012,10,0,1,25
2012,31.25,1,0,29
2012,17.30865479,0,0,26
2012,31.53846169,0,0,33
2012,16.25874138,0,0,34
2012,13.94230747,0,1,27
2012,40.76922989,1,0,34
2012,43.26922989,1,0,33
2012,48.07692337,0,0,27
2012,41.56105804,1,0,25
2012,12.8776226,1,1,28
2012,15.38461494,1,0,25
2012,22.59615326,1,0,29
2012,9.615385056,0,1,30
2012,14.42307663,0,0,28
2012,13.05000019,1,1,27
2012,12.01923084,1,1,31
2012,8.241758347,0,0,28
2012,4.945055008,0,1,32
2012,17.1875,1,0,26
2012,21.44970322,0,0,34
2012,12.5,1,1,33
2012,17.2583828,0,0,25
2012,25.27472496,0,0,31
2012,15.38461494,1,0,30
2012,55.76922989,1,0,26
2012,52.88461685,0,0,25
2012,5.769230843,0,0,27
2012,18.00699234,1,0,33
2012,13.31360912,0,0,28
2012,14.52991486,1,1,28
2012,29.71153831,1,0,31
2012,31.25,1,1,29
2012,32,1,0,30
2012,12.5,0,1,29
2012,14.42307663,1,0,34
2012,6.286982059,0,1,34
2012,12.01923084,0,1,28
2012,11.53846169,0,0,31
2012,11.53846169,1,0,31
2012,14.42307663,0,0,25
2012,16.82692337,0,0,25
2012,14.42307663,1,1,31
2012,7.692307472,0,0,34
2012,52.40384674,0,0,28
2012,12.82051277,0,0,28
2012,13.48039246,1,0,34
2012,24.34663391,0,0,29
2012,15.38461494,1,1,34
2012,14.42307663,0,0,26
2012,22.5,1,1,33
2012,9.134614944,1,0,26
2012,18.75,1,1,27
2012,16.82692337,0,0,31
2012,11.53846169,0,0,30
2012,16.82692337,1,1,33
2012,24.03846169,0,0,31
2012,12.01923084,1,1,30
2012,3.924646854,0,1,25
2012,7.47863245,0,1,33
2012,21.15384674,0,0,32
2012,27.77777863,1,0,26
2012,15.625,1,1,25
2012,16.34615326,1,1,32
2012,3.885392427,1,1,34
2012,13.07692337,1,1,34
2012,19.23077011,1,0,26
2012,36.6300354,1,0,26
2012,9.615385056,1,1,28
2012,12.5,1,0,29
2012,12.92307663,0,0,28
2012,17.09401703,0,0,32
2012,9.615385056,0,1,29
2012,12.01923084,0,0,32
2012,10.41666698,1,0,25
2012,28.84615326,1,1,32
2012,16.82692337,0,0,32
2012,20.19230843,0,0,30
2012,21.63461494,1,1,30
2012,15.38461494,1,0,25
2012,20.0854702,1,0,33
2012,18.19126892,1,1,32
2012,44.87179565,1,0,30
2012,14.42307663,0,0,28
2012,40.86538315,1,1,34
2012,22.22222137,0,0,33
2012,12.5,1,0,26
2012,47.11538315,1,0,32
2012,16.23931694,1,1,32
2012,72.11538696,1,0,34
2012,11.39423084,0,0,34
2012,18.75,0,1,30
2012,10.35503006,1,0,33
2012,14.55000019,0,1,27
2012,16.82692337,0,1,31
2012,10.57692337,0,1,34
2012,13.46153831,0,0,33
2012,16.82692337,0,1,30
2012,39.42307663,0,0,25
2012,9.615385056,1,1,33
2012,12.27087879,1,1,29
2012,5.17751503,0,1,29
2012,35.33654022,0,0,33
2012,52.88461685,1,1,34
2012,33.17307663,0,0,28
2012,17.27884674,0,1,31
2012,26.70940208,1,0,25
2012,15.67980766,0,0,27
2012,14.5411768,0,1,27
2012,20.87912178,1,1,32
2012,28.36538506,1,0,34
2012,14.31126976,0,0,26
2012,12.5,1,0,32
2012,11.1888113,1,0,34
2012,24.4755249,1,0,34
2012,7.815057278,0,0,33
2012,19.23077011,1,1,29
2012,12.25961494,1,0,28
2012,9.615385056,0,0,28
2012,14.50961494,1,1,27
2012,16.82692337,1,0,25
2012,27.47252655,1,1,32
2012,14.42307663,0,0,26
2012,36.05769348,1,1,32
2012,5.288461685,0,1,31
2012,22.95918274,1,1,29
2012,24.94802475,0,1,33
2012,25,0,0,34
2012,24.03846169,1,1,34
2012,29.39903831,1,1,34
2012,8.974358559,1,1,25
2012,12.11538506,1,0,25
2012,12.46153831,1,1,26
2012,36.05769348,1,1,31
2012,17.30769157,1,1,29
2012,16.34567261,1,0,29
2012,23.80952454,1,0,34
2012,22.26720619,0,1,29
2012,17.71255112,0,0,28
2012,17.78846169,0,0,34
2012,9.615385056,1,1,25
2012,31.25,0,0,27
2012,26.92307663,1,0,32
2012,14.90384579,0,0,31
2012,6.576922894,0,1,28
2012,40.86538315,1,1,32
2012,18.26922989,1,0,26
2012,14.42307663,1,0,27
2012,41.66666794,1,1,30
2012,6.04395628,0,0,33
2012,24.35897446,0,0,31
2012,6.593406677,0,1,32
2012,10.09615421,0,0,29
2012,26.15384674,1,1,34
2012,24.03846169,1,0,34
2012,15.625,0,1,32
2012,36.98225021,1,1,34
2012,48.07692337,1,1,27
2012,16.82692337,0,0,27
2012,26.44230843,1,0,29
2012,29.80769157,1,0,32
2012,30.28846169,0,0,28
2012,16.82692337,1,1,26
2012,24.03846169,1,1,28
2012,24.03846169,1,0,29
2012,11.09467411,1,1,32
2012,21.36752129,1,0,25
2012,18.26922989,1,0,28
2012,16.66666603,1,1,29
2012,18.26922989,1,0,27
2012,22.59615326,1,0,34
2012,24.03846169,0,0,34
2012,24.03846169,1,1,28
2012,24.03846169,1,0,31
2012,31.25,1,0,31
2012,45.19230652,1,0,34
2012,26.44230843,1,0,27
2012,28.84615326,1,1,26
2012,20,0,0,25
2012,25,1,1,30
2012,12.5,1,1,34
2012,32.69230652,1,0,30
2012,10.81730747,1,0,33
2012,20.79001999,0,1,33
2012,26.33136177,1,0,33
2012,11.53846169,0,0,33
2012,28.84615326,1,1,31
2012,27.74725342,1,1,31
2012,15.07936478,0,0,34
2012,32.69230652,1,1,27
2012,18.26922989,1,1,27
2012,12.2863245,0,1,27
2012,33.65384674,1,1,32
2012,21.97802162,1,1,32
2012,26.06837654,1,1,30
2012,17.78846169,0,1,25
2012,16.82692337,0,1,34
2012,33.65384674,0,0,34
2012,5.288461685,0,1,26
2012,16.82692337,0,0,30
2012,14.42307663,1,1,33
2012,33.65384674,1,0,25
2012,16.64201164,1,1,27
2012,14.42307663,0,1,32
2012,22.59615326,1,0,25
2012,11.05769253,1,1,28
2012,5.288461685,0,0,27
2012,23.84653854,1,0,31
2012,20,1,0,33
2012,19.27083397,0,0,30
2012,13.46153831,0,0,33
2012,9.615385056,0,0,32
2012,9,0,0,30
2012,12.5,0,1,28
2012,28.84615326,1,1,25
2012,12.94378662,1,1,27
2012,32.05128098,1,1,27
2012,56.25,1,1,26
2012,10.95238113,0,1,32
2012,12.0165596,0,0,32
2012,6.875,0,0,25
2012,14.42307663,0,0,34
2012,25,1,0,32
2012,15.38461494,0,1,34
2012,9.615385056,0,1,34
2012,21.875,1,1,30
2012,19.23077011,1,0,33
2012,12.01923084,1,1,27
2012,16.82692337,1,0,30
2012,35.09615326,1,0,27
2012,21.15384674,0,0,34
2012,16.82692337,0,1,26
2012,28.84615326,1,0,32
2012,10.57692337,1,1,32
2012,16.48351669,1,1,29
2012,19.23077011,0,0,30
2012,19.76495743,1,0,30
2012,23.07692337,0,0,28
2012,35.57692337,1,0,27
2012,35.57692337,1,0,26
2012,12.01923084,1,1,25
2012,20.25462914,1,1,33
2012,17.30865479,0,0,26
2012,6.25,0,0,26
2012,19.23077011,0,1,27
2012,17.09401703,1,0,32
2012,31.25,1,0,25
2012,26.09890175,1,1,29
2012,38.46154022,1,0,32
2012,12.01923084,0,0,30
2012,10.0009613,0,0,25
2012,19.23077011,1,1,34
2012,12.01923084,0,1,32
2012,24.03846169,1,0,27
2012,25.96153831,1,1,25
2012,39.42307663,0,0,34
2012,16.82692337,0,0,32
2012,12.01923084,0,1,29
2012,14.17004013,1,1,27
2012,21.23397446,1,0,34
2012,20.12611771,1,1,32
2012,11.09541416,1,1,25
2012,26.92307663,1,0,27
2012,16.82692337,1,0,32
2012,14.42307663,1,1,28
2012,7.692307472,0,0,30
2012,31.25,1,1,29
2012,15.38461494,0,0,26
2012,16.82692337,1,1,27
2012,26.44230843,1,1,33
2012,22.59615326,0,0,32
2012,14.42307663,0,0,32
2012,18,1,1,25
2012,16.60839081,1,0,30
2012,19.61615372,1,1,32
2012,18.75,1,1,33
2012,19.23077011,1,0,25
2012,28.84615326,1,0,30
2012,9.615385056,1,0,31
2012,11.53846169,0,0,29
2012,14.42307663,0,0,33
2012,13.7435894,1,0,26
2012,27.77777863,1,0,26
2012,16.53846169,1,0,26
2012,9.401709557,0,1,31
2012,14.42307663,1,1,34
2012,8.17307663,0,1,28
2012,7.211538315,0,1,28
2012,12.08791256,1,1,29
2012,21.63461494,1,1,28
2012,15.28599644,1,0,30
2012,67.30769348,1,0,34
2012,19.23077011,0,0,26
2012,6.538461685,1,0,27
2012,23.55769157,1,0,29
2012,13.46153831,1,1,28
2012,15.38461494,1,0,25
2012,7.692307472,0,1,26
2012,33.65384674,1,0,28
2012,19.23077011,0,1,34
2012,31.42589188,1,1,33
2012,19.23077011,1,1,25
2012,11.29807663,0,0,32
2012,9.134614944,1,0,31
2012,15.73426533,1,0,31
2012,11.05769253,1,1,27
2012,18,0,0,34
2012,37.95546722,1,0,34
2012,17.62820435,1,1,32
2012,25,1,1,25
2012,38.46154022,1,0,31
2012,41.88034058,1,0,32
2012,38.26530457,1,1,31
2012,12.01923084,0,0,32
2012,10.41666698,1,0,26
2012,12.01923084,1,1,29
2012,16.92307663,1,1,25
2012,31.25,1,1,33
2012,61.53845978,1,1,32
2012,17.30769157,0,0,27
2012,17.8571434,0,0,30
2012,5.826330662,0,0,28
2012,11.83431911,0,1,27
2012,21.36752129,0,0,34
2012,29.39903831,1,1,34
2012,13.19999981,1,0,27
2012,50,1,0,34
2012,18.26922989,1,0,25
2012,11.53846169,0,1,28
2012,28.84615326,0,0,26
2012,21.15384674,0,0,33
2012,13.67521381,0,0,29
2012,8.241758347,0,0,34
2012,45.45454407,1,0,31
2012,18.53146935,1,1,27
2012,32.05128098,0,0,33
2012,12.98076916,0,1,30
2012,12.98076916,0,1,28
2012,42.73504257,1,0,32
2012,44.87179565,1,0,25
2012,28.84615326,1,0,27
2012,7.692307472,1,1,25
2012,25.96153831,0,0,34
2012,23.19079018,1,1,34
2012,37.5,1,1,26
2012,43.75,1,0,29
2012,12.5,0,0,30
2012,12.98076916,0,1,33
2012,16.82692337,0,1,27
2012,13.04500008,1,0,33
2012,28.84615326,1,0,34
2012,36.5,1,0,33
2012,62.5,1,0,33
2012,25.64102554,1,0,33
2012,21.92307663,1,0,31
2012,22.59615326,0,0,34
2012,19.23077011,0,1,26
2012,31.25,1,0,30
2012,10.57692337,0,0,29
2012,2.884615421,1,0,26
2012,20.91715622,1,0,33
2012,19.23077011,1,0,31
2012,36.05769348,1,0,30
2012,14.42307663,1,1,27
2012,42.30769348,1,0,29
2012,24.78632545,1,0,32
2012,24.78632545,1,1,32
2012,17.62820435,0,1,33
2012,19.23077011,0,0,25
2012,14.42307663,0,1,34
2012,36.53845978,1,1,30
2012,29.67033005,1,0,29
2012,7.692307472,1,0,25
2012,44.23077011,0,0,32
2012,8.71442318,0,1,29
2012,24.03846169,1,0,33
2012,31.25,1,1,30
2012,8.653845787,0,1,30
2012,16.82788467,0,0,32
2012,21.63557625,0,1,30
2012,32.05128098,1,0,28
2012,14.42307663,1,0,31
2012,12.01923084,0,1,28
2012,14.42307663,1,0,33
2012,22.59615326,1,1,28
2012,16.94444466,0,1,25
2012,8.791209221,0,0,28
2012,19.69086456,0,0,28
2012,38.46154022,1,0,30
2012,13.94230747,1,0,30
2012,12.98076916,0,1,32
2012,29.80769157,1,0,26
2012,9.616346359,0,0,26
2012,14.42307663,0,0,29
2012,12,0,0,26
2012,5.769230843,0,1,29
2012,20.29914474,0,0,32
2012,22.22222137,1,0,26
2012,12.08791256,0,1,33
2012,28.02197838,1,1,25
2012,23.52941132,0,0,30
2012,17.30769157,0,0,28
2012,19.23077011,0,1,34
2012,11.53846169,0,1,26
2012,14.28571415,0,0,32
2012,6.730769157,0,0,26
2012,36.6300354,1,0,34
2012,12.5,0,1,33
2012,32.21154022,1,1,29
2012,15.38461494,0,0,32
2012,17.30769157,0,0,28
2012,23.65384674,1,1,33
2012,16.34615326,1,1,25
2012,19.71153831,1,1,32
2012,31.25,0,0,34
2012,24.572649,1,0,32
2012,12.98076916,0,0,26
2012,9.615385056,0,1,27
2012,19.23077011,0,0,28
2012,17.54807663,0,0,31
2012,8.17307663,0,1,27
2012,15.38461494,0,0,32
2012,27.36686325,1,1,30
2012,28.29670334,1,1,32
2012,13.68343163,0,0,34
2012,12.94378662,0,1,30
2012,55.20833206,1,1,33
2012,28.84615326,1,0,32
2012,7.211538315,0,0,34
2012,31.62393188,0,1,29
2012,26.31579018,0,0,33
2012,34.61538315,1,1,27
2012,15.43522263,1,1,32
2012,24.72527504,0,0,34
2012,16.34615326,1,0,27
2012,8.741258621,0,0,34
2012,8.741258621,0,0,28
2012,27.40384674,0,0,30
2012,12.5,1,1,29
2012,22.69230843,1,0,32
2012,48.07692337,1,0,34
2012,26.44230843,0,0,32
2012,16.82692337,0,0,28
2012,8.17307663,0,1,26
2012,9.616346359,0,0,26
2012,7.211538315,0,1,25
2012,9.087499619,0,1,33
2012,39.2857132,1,0,27
2012,16.86274529,0,0,32
2012,27.88461494,1,1,31
2012,20.19230843,0,0,33
2012,14.42307663,0,0,28
2012,18.26922989,0,0,26
2012,13.6217947,0,1,33
2012,13.46153831,0,0,32
2012,8.571428299,0,1,33
2012,28.36538506,0,0,34
2012,9.8039217,1,1,28
2012,33.65384674,1,0,28
2012,39.90384674,0,0,34
2012,20.42414474,1,1,27
2012,10.57692337,0,0,33
2012,24.03846169,0,0,32
2012,6.25,0,1,32
2012,7.692307472,0,1,31
2012,14.42403889,0,1,26
2012,16.94444466,0,1,32
2012,7.211538315,0,1,29
2012,19.69086456,0,0,27
2012,18.75,0,0,32
2012,4.807692528,0,1,33
2012,7.326007366,0,1,27
2012,9.615385056,1,1,31
2012,27.55555534,1,1,30
2012,24.03846169,1,0,26
2012,43.26922989,1,0,33
2012,31.25,1,0,34
2012,33.65384674,1,1,31
2012,40.86538315,0,0,30
2012,29.89999962,1,1,28
2012,43.26922989,1,1,31
2012,35.25640869,1,1,30
2012,22.59615326,1,0,28
2012,31.25,1,0,26
2012,9.134614944,1,1,31
2012,38.46154022,1,0,26
2012,16.82692337,0,0,32
2012,9.615385056,0,0,27
2012,31.25,0,0,28
2012,7.912087917,0,1,32
2012,24.03846169,1,0,27
2012,18.37606812,0,0,27
2012,8.17307663,0,1,28
2012,26.44230843,1,0,27
2012,10.81730747,1,0,27
2012,55.28845978,1,0,34
2012,33.65384674,1,1,31
2012,2.403846264,1,1,29
2012,33.65384674,1,1,29
2012,22.69230843,0,0,29
2012,48.07692337,1,0,31
2012,48.07692337,1,1,31
2012,8.741258621,1,0,25
2012,27.2435894,1,0,28
2012,16.82692337,1,1,32
2012,9.615385056,0,0,29
2012,10.27027035,1,0,31
2012,33.65384674,1,0,31
2012,19.23077011,1,0,32
2012,43.26922989,1,0,31
2012,24.88888931,1,0,28
2012,4.39560461,0,1,29
2012,14.42307663,1,0,32
2012,24.03846169,1,0,32
2012,21.63461494,1,1,27
2012,23.15384674,0,0,28
2012,5.341880322,0,0,31
2012,19.23077011,1,1,26
2012,20.0854702,1,0,29
2012,13.94230747,0,1,25
2012,33.28402328,1,0,29
2012,7.692307472,0,0,31
2012,12.82051277,1,1,29
2012,6.818181992,0,0,33
2012,33.65384674,0,1,30
2012,2.307692289,0,1,25
2012,25.96153831,1,0,26
2012,62.5,1,0,33
2012,28.84615326,1,0,27
2012,17.11111069,1,0,27
2012,36.05769348,1,1,32
2012,34.61538315,1,0,32
2012,10.68376064,1,0,26
2012,7.912087917,0,1,28
2012,26.92307663,1,0,31
2012,21.63461494,1,1,30
2012,26.44230843,1,1,34
2012,20.39999962,1,0,27
2012,24.03942299,1,0,33
2012,51.44230652,1,0,31
2012,21.63461494,1,1,26
2012,46.63461685,0,0,32
2012,24.03846169,0,0,32
2012,14.42307663,1,1,30
2012,27.47252655,1,0,25
2012,38.46154022,1,0,30
2012,18.19126892,1,1,25
2012,43.26922989,1,1,25
2012,26.92307663,1,0,25
2012,5.769230843,1,1,29
2012,20.67307663,1,1,26
2012,18.34319496,1,1,27
2012,25.64102554,1,0,28
2012,36.71328735,1,0,27
2012,40.38461685,1,1,26
2012,26.92307663,1,0,30
2012,26.92307663,1,0,32
2012,10.57692337,1,1,31
2012,9.615385056,1,0,27
2012,13.46153831,1,1,25
2012,9.615385056,1,1,29
2012,12.01923084,1,1,30
2012,26.15384674,1,0,25
2012,15.73426533,1,0,28
2012,12.01923084,1,1,26
2012,8,0,0,28
2012,8,0,0,33
2012,15.54828167,1,1,28
2012,28.84615326,1,0,33
2012,31.25,1,1,26
2012,26.44230843,1,0,30
2012,26.44230843,1,0,26
2012,11.53846169,1,1,33
2012,35.38461685,1,1,28
2012,23.07692337,1,1,26
2012,44.87179565,1,0,27
2012,21.63461494,1,0,31
2012,52.88461685,1,0,26
2012,20.60439491,1,0,29
2012,32.05128098,1,1,30
2012,20.60439491,1,0,27
2012,19.23077011,0,0,25
2012,14.42307663,0,0,31
2012,15.38461494,1,0,26
2012,13.94230747,0,1,29
2012,24.03846169,1,0,27
2012,24.72527504,1,1,30
2012,21.63461494,1,1,31
2012,11.18951035,1,0,28
2012,28.84615326,1,0,28
2012,5.769230843,1,1,29
2012,16.82692337,1,0,25
2012,24.03846169,1,1,25
2012,28.84615326,1,1,31
2012,24.2857151,1,0,30
2012,63.94230652,1,0,30
2012,21.63461494,1,1,31
2012,19.23077011,1,0,31
2012,50.48077011,1,1,32
2012,59.61538315,0,0,26
2012,29,0,0,26
2012,11.05769253,0,1,34
2012,29.12087822,1,1,32
2012,28.84615326,1,1,34
2012,19.23077011,1,0,33
2012,13.46153831,0,1,33
2012,20.19230843,0,0,32
2012,18.26922989,1,0,25
2012,19.23077011,1,1,30
2012,21.63557625,1,0,28
2012,18.75,0,1,26
2012,35.57692337,0,0,28
2012,44.87179565,1,1,27
2012,20,0,1,31
2012,43.26922989,1,1,33
2012,12.5,1,0,26
2012,7.451922894,0,1,25
2012,19.23077011,1,0,33
2012,14.42307663,0,1,26
2012,12.94378662,1,1,31
2012,21.63461494,1,1,29
2012,18.55769157,1,0,27
2012,7.211538315,0,1,30
2012,15.38461494,0,0,34
2012,17.09401703,0,1,31
2012,18,0,0,29
2012,7.692307472,0,1,25
2012,8.653845787,0,0,28
2012,35.75,1,0,26
2012,36.05769348,1,1,30
2012,12.40384579,1,1,29
2012,12.5,1,0,32
2012,18.75,1,1,31
2012,12.98076916,0,0,30
2012,21.63461494,0,0,29
2012,34.61538315,1,0,25
2012,11.25,1,0,33
2012,12.01923084,0,0,25
2012,14.42307663,0,0,26
2012,53.84615326,1,1,34
2012,23.07692337,1,1,30
2012,30.28846169,0,0,25
2012,38.46154022,1,0,32
2012,24.03846169,1,0,31
2012,13.18681335,0,0,33
2012,40.86538315,1,0,32
2012,7.692307472,0,1,32
2012,48.07692337,1,1,25
2012,20.19230843,1,0,29
2012,14.42307663,1,1,27
2012,19.23077011,1,1,32
2012,8.241758347,1,0,31
2012,24.03846169,0,0,34
2012,38.46154022,1,1,26
2012,12.01923084,0,0,25
2012,48.07692337,1,0,33
2012,23.55769157,1,1,31
2012,19.23077011,1,0,30
2012,19.7913456,0,1,32
2012,38.46154022,1,1,32
2012,31.25,1,0,32
2012,20,1,0,33
2012,22,1,0,27
2012,28.84615326,1,0,27
2012,18.91025734,0,0,32
2012,18.02884674,1,1,26
2012,26.92307663,1,1,25
2012,57.69230652,1,0,32
2012,4.807692528,0,1,27
2012,14.42307663,0,0,29
2012,8.990385056,0,0,26
2012,14.42307663,0,0,33
2012,16.82692337,0,0,34
2012,8.653845787,0,1,27
2012,13,0,0,29
2012,14.90384579,0,1,32
2012,19.23077011,1,0,27
2012,9,0,0,32
2012,25,0,0,31
2012,14.42307663,0,0,26
2012,28.84615326,1,1,25
2012,18.26922989,0,1,27
2012,42.30769348,0,0,34
2012,12.69230747,0,0,32
2012,30.28846169,0,0,32
2012,8.17307663,0,1,28
2012,14.90384579,1,1,25
2012,21.15384674,1,0,34
2012,13.46153831,0,0,32
2012,14.42307663,1,1,29
2012,30,1,0,33
2012,13.73626328,1,0,31
2012,38.46154022,0,0,33
2012,21.15384674,1,0,25
2012,13.73626328,0,1,33
2012,5.769230843,0,1,30
2012,24.03846169,0,0,28
2012,31.25,1,0,34
2012,14.42307663,1,0,27
2012,21.36752129,1,1,30
2012,14.90384579,0,0,32
2012,12.98076916,0,0,31
2012,11.77403831,1,1,30
2012,26.44230843,1,1,28
2012,13.75,1,1,33
2012,10.98901081,0,1,30
2012,18.71657753,0,1,25
2012,22.59615326,0,0,27
2012,16.82692337,0,1,32
2012,8.413461685,0,0,34
2012,24.03846169,1,1,31
2012,10.91476059,1,1,31
2012,12.01923084,0,1,25
2012,6.730769157,1,1,26
2012,12.01923084,0,1,27
2012,14.83516502,0,0,32
2012,15.38461494,0,0,25
2012,11.12980747,1,0,26
2012,13.5,0,0,32
2012,10.68376064,0,0,28
2012,34.08654022,0,0,30
2012,29.39903831,1,1,33
2012,28.84615326,1,0,26
2012,14.42307663,1,1,25
2012,39.42307663,1,0,34
2012,12.01923084,0,0,34
2012,4.326922894,0,1,34
